obs_id,id,date_range_start,adopt_type,First_Detected_Domain,adopt_days,vr_type,online_spend,total_spend,dwell_time_median,CR_visit,store_quantity_city,average_open_hours,store_size,Sitemap_Size,rank,tech_spend,category
18241,991,2020/12/1,never,2021/1/6,0,Magic 360,0,6387.57,28,0.040322581,1,8,759,,13994858,"$1,000 ",Home And Garden
18242,991,2020/11/1,never,2021/1/6,0,Magic 360,0,5099.64,35,0.032608696,1,8,759,,13994858,"$1,000 ",Home And Garden
18243,991,2020/10/1,never,2021/1/6,0,Magic 360,0,7154.48,27,0.061538462,1,8,759,,13994858,"$1,000 ",Home And Garden
18244,991,2020/9/1,never,2021/1/6,0,Magic 360,0,4147.94,19.5,0.075,1,8,759,,13994858,"$1,000 ",Home And Garden
18245,991,2020/8/1,never,2021/1/6,0,Magic 360,0,1954.57,17,0.055555556,1,8,759,,13994858,"$1,000 ",Home And Garden
18246,991,2020/3/1,never,2021/1/6,0,Magic 360,0,7345.93,10.5,0.25,1,8,759,,13994858,"$1,000 ",Home And Garden
18247,991,2020/2/1,never,2021/1/6,0,Magic 360,0,1772,9,0.15,1,8,759,,13994858,"$1,000 ",Home And Garden
18248,991,2020/1/1,never,2021/1/6,0,Magic 360,0,6116.2,8,0.15,1,8,759,,13994858,"$1,000 ",Home And Garden
18249,991,2019/12/1,never,2021/1/6,0,Magic 360,0,3573.6,18.5,0.166666667,1,8,759,,13994858,"$1,000 ",Home And Garden
18250,991,2019/11/1,never,2021/1/6,0,Magic 360,0,850.85,15,0.111111111,1,8,759,,13994858,"$1,000 ",Home And Garden
18251,992,2021/10/1,never,2022/9/20,0,Magic 360,0,114.55,12,0.5,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18252,992,2021/8/1,never,2022/9/20,0,Magic 360,0,256.02,5,1.333333333,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18253,992,2021/5/1,never,2022/9/20,0,Magic 360,0,146.89,9,0.333333333,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18254,992,2021/4/1,never,2022/9/20,0,Magic 360,0,52.91,24,0.1875,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18255,992,2021/3/1,never,2022/9/20,0,Magic 360,0,70.9,10.5,0.181818182,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18256,992,2021/2/1,never,2022/9/20,0,Magic 360,0,43.95,7,0.222222222,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18257,992,2021/1/1,never,2022/9/20,0,Magic 360,0,407.58,7,1.5,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18258,992,2022/2/1,never,2022/9/20,0,Magic 360,0,159.77,7,0.6,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18259,992,2022/6/1,never,2022/9/20,0,Magic 360,0,68.1,9,0.214285714,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18260,992,2022/4/1,never,2022/9/20,0,Magic 360,0,156.77,19,0.214285714,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18261,992,2022/3/1,never,2022/9/20,0,Magic 360,0,121.04,243,0.210526316,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18262,992,2020/12/1,never,2022/9/20,0,Magic 360,0,373.74,10,0.1,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18263,992,2020/11/1,never,2022/9/20,0,Magic 360,0,253.21,8,1.6,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18264,992,2020/10/1,never,2022/9/20,0,Magic 360,0,1827.97,53,4,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18265,992,2020/9/1,never,2022/9/20,0,Magic 360,0,2150.37,9,5.888888889,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18266,992,2020/8/1,never,2022/9/20,0,Magic 360,0,1436.49,14,2.916666667,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18267,992,2020/7/1,never,2022/9/20,0,Magic 360,0,1435.43,10,1.736842105,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18268,992,2020/6/1,never,2022/9/20,0,Magic 360,0,855.06,9,1,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18269,992,2020/5/1,never,2022/9/20,0,Magic 360,0,504.12,6.5,0.4375,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18270,992,2020/4/1,never,2022/9/20,0,Magic 360,0,103.39,15,0.133333333,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18271,992,2020/3/1,never,2022/9/20,0,Magic 360,0,1630.78,82,1.139534884,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18272,992,2020/2/1,never,2022/9/20,0,Magic 360,0,935.92,108,3.777777778,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18273,992,2020/1/1,never,2022/9/20,0,Magic 360,0,1128.2,15.5,1.636363636,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18274,992,2019/12/1,never,2022/9/20,0,Magic 360,0,1691.78,21,3.647058824,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18275,992,2019/11/1,never,2022/9/20,0,Magic 360,0,956.4,113,1,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18276,992,2019/10/1,never,2022/9/20,0,Magic 360,0,201.17,80.5,0.131578947,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18277,992,2019/8/1,never,2022/9/20,0,Magic 360,0,28.94,12,0.125,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18278,992,2019/7/1,never,2022/9/20,0,Magic 360,0,116.98,10,0.208333333,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18279,992,2019/6/1,never,2022/9/20,0,Magic 360,0,187.28,17,0.103448276,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18280,992,2019/5/1,never,2022/9/20,0,Magic 360,0,97.56,11,0.142857143,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18281,992,2019/3/1,never,2022/9/20,0,Magic 360,0,159.87,16,0.3,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18282,992,2019/1/1,never,2022/9/20,0,Magic 360,0,73.84,15.5,0.125,1,12.14285714,444,,53362865,$250 ,Business And Industrial
18283,993,2021/10/1,adopt,2017/11/30,1401 days 00:00:00,Magic 360,0,538.23,8,0.189189189,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18284,993,2021/9/1,adopt,2017/11/30,1371 days 00:00:00,Magic 360,0,457.54,8,0.152941176,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18285,993,2021/8/1,adopt,2017/11/30,1340 days 00:00:00,Magic 360,0,191.55,9,0.095238095,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18286,993,2021/7/1,adopt,2017/11/30,1309 days 00:00:00,Magic 360,0,666.89,8,0.159292035,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18287,993,2021/4/1,adopt,2017/11/30,1218 days 00:00:00,Magic 360,0,1226.33,9,0.207920792,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18288,993,2021/3/1,adopt,2017/11/30,1187 days 00:00:00,Magic 360,0,1327.64,8.5,0.270833333,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18289,993,2021/2/1,adopt,2017/11/30,1159 days 00:00:00,Magic 360,0,1227.95,8,0.211267606,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18290,993,2021/1/1,adopt,2017/11/30,1128 days 00:00:00,Magic 360,0,521,9,0.147540984,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18291,993,2022/1/1,adopt,2017/11/30,1493 days 00:00:00,Magic 360,0,268.8,8,0.272727273,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18292,993,2022/2/1,adopt,2017/11/30,1524 days 00:00:00,Magic 360,0,111.7,9,0.210526316,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18293,993,2022/9/1,adopt,2017/11/30,1736 days 00:00:00,Magic 360,2.17,392.37,8,0.791666667,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18294,993,2022/8/1,adopt,2017/11/30,1705 days 00:00:00,Magic 360,0,723.64,8,0.592592593,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18295,993,2022/6/1,adopt,2017/11/30,1644 days 00:00:00,Magic 360,0,1153.78,9,0.227642276,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18296,993,2022/5/1,adopt,2017/11/30,1613 days 00:00:00,Magic 360,0,248.74,8.5,0.116071429,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18297,993,2022/4/1,adopt,2017/11/30,1583 days 00:00:00,Magic 360,0,1276.62,9.5,0.26,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18298,993,2022/3/1,adopt,2017/11/30,1552 days 00:00:00,Magic 360,0,139.73,9,0.193548387,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18299,993,2022/10/1,adopt,2017/11/30,1766 days 00:00:00,Magic 360,0,1491.67,6.5,0.4375,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18300,993,2020/12/1,adopt,2017/11/30,1097 days 00:00:00,Magic 360,0,568.59,9,0.26984127,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18301,993,2020/11/1,adopt,2017/11/30,1067 days 00:00:00,Magic 360,0,604.51,10,0.245901639,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18302,993,2020/10/1,adopt,2017/11/30,1036 days 00:00:00,Magic 360,0,557.33,9,0.285714286,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18303,993,2020/9/1,adopt,2017/11/30,1006 days 00:00:00,Magic 360,0,1931.62,8,0.295774648,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18304,993,2020/8/1,adopt,2017/11/30,975 days 00:00:00,Magic 360,0,842.08,9,0.341463415,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18305,993,2020/7/1,adopt,2017/11/30,944 days 00:00:00,Magic 360,0,991.01,8,0.279069767,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18306,993,2020/6/1,adopt,2017/11/30,914 days 00:00:00,Magic 360,0,699.07,8,0.454545455,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18307,993,2020/5/1,adopt,2017/11/30,883 days 00:00:00,Magic 360,0,2310.36,9,0.395604396,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18308,993,2020/4/1,adopt,2017/11/30,853 days 00:00:00,Magic 360,0,1058,9,0.259259259,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18309,993,2020/3/1,adopt,2017/11/30,822 days 00:00:00,Magic 360,0,172.97,9,0.25,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18310,993,2020/2/1,adopt,2017/11/30,793 days 00:00:00,Magic 360,0,405.24,7,0.282608696,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18311,993,2020/1/1,adopt,2017/11/30,762 days 00:00:00,Magic 360,0,324.56,8,0.245283019,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18312,993,2019/12/1,adopt,2017/11/30,731 days 00:00:00,Magic 360,0,1217.93,10,0.214285714,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18313,993,2019/11/1,adopt,2017/11/30,701 days 00:00:00,Magic 360,0,739.11,10,0.245283019,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18314,993,2019/10/1,adopt,2017/11/30,670 days 00:00:00,Magic 360,0,310.81,8.5,0.26,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18315,993,2019/8/1,adopt,2017/11/30,609 days 00:00:00,Magic 360,0,402.85,7,0.186440678,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18316,993,2019/7/1,adopt,2017/11/30,578 days 00:00:00,Magic 360,0,375.89,8,0.31372549,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18317,993,2019/6/1,adopt,2017/11/30,548 days 00:00:00,Magic 360,0,331.33,8.5,0.114285714,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18318,993,2019/5/1,adopt,2017/11/30,517 days 00:00:00,Magic 360,0,125.39,9,0.12345679,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18319,993,2019/4/1,adopt,2017/11/30,487 days 00:00:00,Magic 360,0,6086.21,7,0.272727273,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18320,993,2019/3/1,adopt,2017/11/30,456 days 00:00:00,Magic 360,0,152.62,8,0.120689655,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18321,993,2019/1/1,adopt,2017/11/30,397 days 00:00:00,Magic 360,0,312.32,9,0.18,1,24,930,,448616,"$5,000 ",Automotive And Vehicles
18322,994,2021/8/1,never,2022/10/4,0,Magic 360,0,201.19,10,0.4,1,,10884,,7933199,$250 ,Hobbies And Interests
18323,994,2019/8/1,never,2022/10/4,0,Magic 360,0,692.61,11,0.222222222,1,,10884,,7933199,$250 ,Hobbies And Interests
18324,995,2021/7/1,adopt,2020/7/13,353 days 00:00:00,Magic 360,0,10014.77,32.5,3.625,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18325,995,2021/5/1,adopt,2020/7/13,292 days 00:00:00,Magic 360,0,17122.39,13,10.28571429,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18326,995,2021/4/1,adopt,2020/7/13,262 days 00:00:00,Magic 360,0,14492.52,12,5.545454545,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18327,995,2021/3/1,adopt,2020/7/13,231 days 00:00:00,Magic 360,0,14156.25,25,9.666666667,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18328,995,2021/2/1,adopt,2020/7/13,203 days 00:00:00,Magic 360,0,11003.44,12.5,8.75,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18329,995,2021/1/1,adopt,2020/7/13,172 days 00:00:00,Magic 360,0,6770.67,18.5,3.625,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18330,995,2022/8/1,adopt,2020/7/13,749 days 00:00:00,Magic 360,337.85,1065.6,60,0.114942529,1,8.857142857,1986,,10653147,"$2,000 ",Style And Fashion
18331,995,2020/12/1,adopt,2020/7/13,141 days 00:00:00,Magic 360,0,7679.76,11,5.285714286,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18332,995,2020/11/1,adopt,2020/7/13,111 days 00:00:00,Magic 360,0,9057.3,297,6.833333333,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18333,995,2020/10/1,adopt,2020/7/13,80 days 00:00:00,Magic 360,0,10243.26,236,4.636363636,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18334,995,2020/9/1,adopt,2020/7/13,50 days 00:00:00,Magic 360,0,9184.33,25,4.416666667,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18335,995,2020/8/1,adopt,2020/7/13,19 days 00:00:00,Magic 360,0,13700.24,32.5,7.875,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18336,995,2020/7/1,never,2020/7/13,0,Magic 360,0,12497.29,20,8.857142857,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18337,995,2020/6/1,never,2020/7/13,0,Magic 360,0,10168.66,15,4.363636364,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18338,995,2020/5/1,never,2020/7/13,0,Magic 360,0,3416.53,14,5.666666667,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18339,995,2020/4/1,never,2020/7/13,0,Magic 360,0,889.92,24,0.285714286,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18340,995,2020/3/1,never,2020/7/13,0,Magic 360,0,1938.68,10,1.571428571,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18341,995,2020/2/1,never,2020/7/13,0,Magic 360,0,4289.49,57,2.555555556,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18342,995,2020/1/1,never,2020/7/13,0,Magic 360,0,3138.7,45,4.4,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18343,995,2019/12/1,never,2020/7/13,0,Magic 360,0,12434.85,14,6.818181818,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18344,995,2019/11/1,never,2020/7/13,0,Magic 360,0,4026.67,11,2.875,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18345,995,2019/10/1,never,2020/7/13,0,Magic 360,0,2320.04,21,2.142857143,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18346,995,2019/8/1,never,2020/7/13,0,Magic 360,0,4150.17,14,2.571428571,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18347,995,2019/7/1,never,2020/7/13,0,Magic 360,0,3932.33,20,1.769230769,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18348,995,2019/6/1,never,2020/7/13,0,Magic 360,0,4806.11,8,3.857142857,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18349,995,2019/5/1,never,2020/7/13,0,Magic 360,0,3084.59,12,1.1875,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18350,995,2019/4/1,never,2020/7/13,0,Magic 360,0,3462.91,9,1.875,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18351,995,2019/3/1,never,2020/7/13,0,Magic 360,0,3508.16,28.5,1.285714286,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18352,995,2019/2/1,never,2020/7/13,0,Magic 360,0,943.92,44,1.4,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18353,995,2019/1/1,never,2020/7/13,0,Magic 360,0,2414.66,295,6,1,8.285714286,725,,10653147,"$2,000 ",Style And Fashion
18354,996,2021/7/1,adopt,2015/6/18,2205 days 00:00:00,Magic 360,0,436.3,381.5,0.166666667,1,,217,,68502833,$10 ,Travel
18355,996,2021/3/1,adopt,2015/6/18,2083 days 00:00:00,Magic 360,0,240.09,9.5,0.090909091,1,,217,,68502833,$10 ,Travel
18356,996,2022/9/1,adopt,2015/6/18,2632 days 00:00:00,Magic 360,0,265.4,14,0.058823529,1,,217,,68502833,$10 ,Travel
18357,996,2020/1/1,adopt,2015/6/18,1658 days 00:00:00,Magic 360,0,135,463,0.08,1,,217,,68502833,$10 ,Travel
18358,996,2019/8/1,adopt,2015/6/18,1505 days 00:00:00,Magic 360,0,319.2,440,0.095238095,1,,217,,68502833,$10 ,Travel
18359,997,2021/3/1,never,2022/6/23,0,Magic 360,0,635.72,6,0.375,1,7.357142857,97,50000,10647608,"$1,000 ",Technology And Computing
18360,997,2021/1/1,never,2022/6/23,0,Magic 360,0,439.96,5,1,1,7.357142857,97,50000,10647608,"$1,000 ",Technology And Computing
18361,997,2020/11/1,never,2022/6/23,0,Magic 360,0,562.84,7.5,1,1,7.357142857,97,50000,10647608,"$1,000 ",Technology And Computing
18362,997,2020/10/1,never,2022/6/23,0,Magic 360,0,673.58,7,0.6,1,7.357142857,97,50000,10647608,"$1,000 ",Technology And Computing
18363,997,2020/9/1,never,2022/6/23,0,Magic 360,0,487.14,12,0.5,1,7.357142857,97,50000,10647608,"$1,000 ",Technology And Computing
18364,997,2020/8/1,never,2022/6/23,0,Magic 360,0,744.62,5.5,0.5,1,7.357142857,97,50000,10647608,"$1,000 ",Technology And Computing
18365,997,2020/7/1,never,2022/6/23,0,Magic 360,0,1116.66,6,0.615384615,1,7.357142857,97,50000,10647608,"$1,000 ",Technology And Computing
18366,997,2020/5/1,never,2022/6/23,0,Magic 360,0,599.02,9,0.555555556,1,7.357142857,97,50000,10647608,"$1,000 ",Technology And Computing
18367,997,2020/4/1,never,2022/6/23,0,Magic 360,0,499.82,9,0.333333333,1,7.357142857,97,50000,10647608,"$1,000 ",Technology And Computing
18368,997,2020/3/1,never,2022/6/23,0,Magic 360,0,1143.08,11,1,1,7.357142857,97,50000,10647608,"$1,000 ",Technology And Computing
18369,997,2020/2/1,never,2022/6/23,0,Magic 360,0,615.6,10.5,0.4,1,7.357142857,97,50000,10647608,"$1,000 ",Technology And Computing
18370,997,2020/1/1,never,2022/6/23,0,Magic 360,0,293.86,10.5,0.1,1,7.357142857,97,50000,10647608,"$1,000 ",Technology And Computing
18371,997,2019/11/1,never,2022/6/23,0,Magic 360,0,343.3,13,0.285714286,1,7.357142857,97,50000,10647608,"$1,000 ",Technology And Computing
18372,997,2019/8/1,never,2022/6/23,0,Magic 360,0,221.07,7,0.222222222,1,7.357142857,97,50000,10647608,"$1,000 ",Technology And Computing
18373,997,2019/5/1,never,2022/6/23,0,Magic 360,0,301.6,13,0.4,1,7.357142857,97,50000,10647608,"$1,000 ",Technology And Computing
18374,997,2019/3/1,never,2022/6/23,0,Magic 360,0,281.54,11,0.230769231,1,7.357142857,97,50000,10647608,"$1,000 ",Technology And Computing
18375,998,2022/2/1,adopt,2021/1/6,391 days 00:00:00,Magic 360,0,550,62,0.009852217,1,7.142857143,18806,,70344,"$1,000 ",Home And Garden
18376,999,2022/9/1,adopt,2022/5/28,96 days 00:00:00,Magic 360,0,97144.44,16,0.40433213,1,10.28571429,13935,,7830502,$500 ,Home And Garden
18377,999,2022/8/1,adopt,2022/5/28,65 days 00:00:00,Magic 360,0,86952.49,14,0.514285714,1,10.28571429,13935,,7830502,$500 ,Home And Garden
18378,999,2022/10/1,adopt,2022/5/28,126 days 00:00:00,Magic 360,0,56252.59,16,0.389105058,1,10.28571429,13935,,7830502,$500 ,Home And Garden
18379,1000,2022/9/1,adopt,2021/7/25,403 days 00:00:00,Magic 360,0,8833.95,126,0.035335689,1,,14877,,16976622,"$2,000 ",Business And Industrial
18380,1000,2022/8/1,adopt,2021/7/25,372 days 00:00:00,Magic 360,0,5694.15,94,0.017391304,1,,14877,,16976622,"$2,000 ",Business And Industrial
18381,1000,2022/10/1,adopt,2021/7/25,433 days 00:00:00,Magic 360,0,12890.53,78,0.030136986,1,,14877,,16976622,"$2,000 ",Business And Industrial
18382,1001,2022/3/1,adopt,2020/4/30,670 days 00:00:00,Magic 360,0,94.35,107,0.024242424,1,8.714285714,1367,7969,1700030,$50 ,Style And Fashion
18383,1001,2020/7/1,adopt,2020/4/30,62 days 00:00:00,Magic 360,0,1504.89,120,0.042194093,1,8.714285714,1367,7969,1700030,$50 ,Style And Fashion
18384,1001,2020/6/1,adopt,2020/4/30,32 days 00:00:00,Magic 360,0,426.85,228,0.024691358,1,8.714285714,1367,7969,1700030,$50 ,Style And Fashion
18385,1001,2020/2/1,never,2020/4/30,0,Magic 360,0,78.92,121,0.004796163,1,8.714285714,1367,7969,1700030,$50 ,Style And Fashion
18386,1001,2020/1/1,never,2020/4/30,0,Magic 360,0,727.04,143.5,0.014,1,8.714285714,1367,7969,1700030,$50 ,Style And Fashion
18387,1001,2019/11/1,never,2020/4/30,0,Magic 360,0,103.23,133.5,0.004975124,1,8.714285714,1367,7969,1700030,$50 ,Style And Fashion
18388,1001,2019/8/1,never,2020/4/30,0,Magic 360,0,605.48,146,0.004796163,1,8.714285714,1367,7969,1700030,$50 ,Style And Fashion
18389,1001,2019/6/1,never,2020/4/30,0,Magic 360,0,193.21,95.5,0.005988024,1,8.714285714,1367,7969,1700030,$50 ,Style And Fashion
18390,1001,2019/4/1,never,2020/4/30,0,Magic 360,0,407.47,86,0.025641026,1,8.714285714,1367,7969,1700030,$50 ,Style And Fashion
18391,1001,2019/1/1,never,2020/4/30,0,Magic 360,0,826.1,128,0.005763689,1,8.714285714,1367,7969,1700030,$50 ,Style And Fashion
18392,1002,2020/10/1,never,2022/9/19,0,Magic 360,0,77.3,21,0.01459854,1,10.42857143,406,249,1243613,"$1,000 ",Style And Fashion
18393,1003,2020/1/1,adopt,2019/5/26,220 days 00:00:00,Magic 360,0,1349.7,47.5,0.004739336,1,5.285714286,879,,47577962,$250 ,Style And Fashion
18394,1003,2019/8/1,adopt,2019/5/26,67 days 00:00:00,Magic 360,0,268.69,19,0.00955414,1,5.285714286,879,,47577962,$250 ,Style And Fashion
18395,1004,2020/1/1,never,2020/12/13,0,Magic 360,0,744.13,87,0.010869565,1,6.071428571,6256,20,342039,"$1,000 ",Business And Industrial
18396,1004,2019/10/1,never,2020/12/13,0,Magic 360,0,253.4,51,0.01242236,1,6.071428571,6256,20,342039,"$1,000 ",Business And Industrial
18397,1004,2019/8/1,never,2020/12/13,0,Magic 360,0,118.07,107,0.013274336,1,6.071428571,6256,20,342039,"$1,000 ",Business And Industrial
18398,1004,2019/4/1,never,2020/12/13,0,Magic 360,0,633.92,39,0.022556391,1,6.071428571,6256,20,342039,"$1,000 ",Business And Industrial
18399,1005,2019/12/1,never,2022/3/4,0,Magic 360,1178.58,1178.58,14,0.076923077,1,7.714285714,217,1170,1954995,"$2,000 ",Style And Fashion
18400,1005,2019/7/1,never,2022/3/4,0,Magic 360,771.23,771.23,11,0.048780488,1,7.714285714,217,1170,1954995,"$2,000 ",Style And Fashion
18401,1005,2019/5/1,never,2022/3/4,0,Magic 360,3323.93,3323.93,9,0.133333333,1,7.714285714,217,1170,1954995,"$2,000 ",Style And Fashion
18402,1006,2019/11/1,never,2021/5/16,0,Magic 360,0,43.6,21,0.008196721,1,,12025,,32463718,$100 ,Style And Fashion
18403,1006,2019/10/1,never,2021/5/16,0,Magic 360,0,25,21,0.00913242,1,,12025,,32463718,$100 ,Style And Fashion
18404,1006,2019/7/1,never,2021/5/16,0,Magic 360,0,93.74,23,0.024509804,1,,12025,,32463718,$100 ,Style And Fashion
18405,1006,2019/6/1,never,2021/5/16,0,Magic 360,0,15835,20,0.030769231,1,,12025,,32463718,$100 ,Style And Fashion
18406,1006,2019/5/1,never,2021/5/16,0,Magic 360,0,6833.2,21,0.041860465,1,,12025,,32463718,$100 ,Style And Fashion
18407,1006,2019/4/1,never,2021/5/16,0,Magic 360,0,10876.2,22,0.02970297,1,,12025,,32463718,$100 ,Style And Fashion
18408,1006,2019/3/1,never,2021/5/16,0,Magic 360,0,3179.05,20,0.026041667,1,,12025,,32463718,$100 ,Style And Fashion
18409,1006,2019/2/1,never,2021/5/16,0,Magic 360,0,5456,22.5,0.018867925,1,,12025,,32463718,$100 ,Style And Fashion
18410,1006,2019/1/1,never,2021/5/16,0,Magic 360,0,3639.01,21,0.044354839,1,,12025,,32463718,$100 ,Style And Fashion
18411,1007,2019/10/1,adopt,2018/2/16,592 days 00:00:00,Magic 360,0,342.1,38,0.001031992,1,9.285714286,24907,4584,6731029,"$2,000 ",Style And Fashion
18412,1007,2019/8/1,adopt,2018/2/16,531 days 00:00:00,Magic 360,0,119.34,28,0.000827472,1,9.285714286,24907,4584,6731029,"$2,000 ",Style And Fashion
18413,1007,2019/3/1,adopt,2018/2/16,378 days 00:00:00,Magic 360,0,157.62,30,0.000967586,1,9.285714286,24907,4584,6731029,"$2,000 ",Style And Fashion
18414,1008,2021/11/1,adopt,2021/10/3,29 days 00:00:00,Smile Virtual,0,105.6,21,2,1,5.285714286,845,,52600509,$250 ,Health And Fitness
18415,1009,2021/11/1,never,2022/3/15,0,Smile Virtual,19,1924.4,548,7.333333333,1,6,386,,24655497,$500 ,Health And Fitness
18416,1009,2022/3/1,never,2022/3/15,0,Smile Virtual,0,258.04,39,6,1,6,386,,24655497,$500 ,Health And Fitness
18417,1010,2021/11/1,adopt,2021/7/31,93 days 00:00:00,Smile Virtual,0,1494,20.5,0.136363636,1,4.571428571,650,,17176570,$500 ,Health And Fitness
18418,1010,2021/10/1,adopt,2021/7/31,62 days 00:00:00,Smile Virtual,0,418,41,0.032786885,1,4.571428571,650,,17176570,$500 ,Health And Fitness
18419,1010,2021/9/1,adopt,2021/7/31,32 days 00:00:00,Smile Virtual,0,288,90,0.04109589,1,4.571428571,650,,17176570,$500 ,Health And Fitness
18420,1010,2021/8/1,adopt,2021/7/31,1 days 00:00:00,Smile Virtual,0,485.5,43,0.026666667,1,4.571428571,650,,17176570,$500 ,Health And Fitness
18421,1010,2021/7/1,never,2021/7/31,0,Smile Virtual,0,337,65,0.046511628,1,4.571428571,650,,17176570,$500 ,Health And Fitness
